date, pm25, pm10, o3, no2, so2, co
2022/12/11, 97, 45, 22, 18, 4, 6
2022/12/12, 98, 87, 21, 25, 5, 8
2022/12/13, 141, 73, 23, 16, 4, 5
2022/12/14, 80, 54, 19, 26, 4, 5
2022/12/15, 70, 35, 22, 18, 4, 6
2022/12/16, 60, 40, 19, 8, 4, 5
2022/12/17, 77, 56, 21, 16, 4, 7
2022/12/18, 63, 51, 21, 29, 4, 7
2022/12/19, 79, 43, 26, 27, 4, 7
2022/12/20, 71, 64, 24, 22, 5, 8
2022/12/21, 118, 68, 24, 20, 4, 8
2022/12/22, 114, 33, 22, 14, 5, 8
2022/12/23, 61, 46, 24, 20, 5, 10
2022/12/24, 95, 41, 24, 18, 5, 9
2022/12/25, 96, 54, 18, 27, 5, 8
2022/12/26, 130, 64, 35, 23, 6, 10
2022/12/27, 161, 68, 28, 16, 5, 9
2022/12/28, 164, 33, 25, 14, 4, 6
2022/12/29, 92, 34, 21, 24, 4, 7
2022/12/30, 85, 68, 26, 36, 6, 11
2022/12/31, 158, 81, 20, 45, 5, 9
2023/1/1, 173, 53, 24, 17, 5, 6
2022/7/1, 29, 16, 21, 2, 1, 2
2022/7/2, 26, 17, 26, 3, 2, 2
2022/7/3, 33, 17, 31, 4, 2, 2
2022/7/4, 32, 33, 62, 4, 2, 3
2022/7/5, 58, 35, 58, 5, 2, 3
2022/7/6, 56, 32, 58, 6, 2, 4
2022/7/7, 63, 36, 58, 7, 2, 4
2022/7/8, 68, 41, 81, 9, 3, 4
2022/7/9, 77, 42, 60, 6, 2, 4
2022/7/10, 83, 24, 76, 7, 2, 5
2022/7/11, 53, 44, 84, 9, 3, 5
2022/7/12, 85, 34, 75, 9, 2, 5
2022/7/13, 80, 50, 78, 11, 2, 5
2022/7/14, 83, 40, 70, 10, 2, 4
2022/7/15, 89, 35, 47, 14, 2, 6
2022/7/16, 83, 39, 62, 9, 2, 4
2022/7/17, 96, 30, 53, 7, 2, 4
2022/7/18, 75, 29, 35, 10, 2, 4
2022/7/19, 76, 34, 55, 9, 2, 3
2022/7/20, 76, 29, 42, 9, 2, 4
2022/7/21, 62, 42, 98, 10, 2, 5
2022/7/22, 101, 37, 50, 6, 2, 4
2022/7/23, 87, 33, 99, 5, 3, 7
2022/7/24, 86, 33, 77, 4, 2, 4
2022/7/25, 79, 34, 80, 9, 2, 4
2022/7/26, 71, 37, 100, 12, 2, 4
2022/7/27, 71, 37, 99, 11, 3, 4
2022/7/28, 72, 17, 17, 3, 2, 3
2022/7/29, 31, 18, 21, 3, 2, 3
2022/7/30, 42, 25, 41, 4, 2, 5
2022/7/31, 57, 29, 56, 4, 2, 4
2022/8/1, 62, 38, 71, 5, 2, 4
2022/8/2, 94, 20, 42, 4, 2, 4
2022/8/3, 44, 22, 52, 5, 2, 4
2022/8/4, 47, 32, 94, 6, 3, 4
2022/8/5, 58, 39, 47, 15, 2, 6
2022/8/6, 68, 30, 65, 7, 2, 4
2022/8/7, 59, 26, 54, 4, 3, 4
2022/8/8, 43, 27, 69, 4, 2, 4
2022/8/9, 46, 30, 77, 6, 3, 4
2022/8/10, 53, 40, 81, 10, 3, 5
2022/8/11, 72, 46, 74, 15, 3, 5
2022/8/12, 84, 46, 90, 10, 3, 5
2022/8/13, 88, 39, 102, 8, 4, 5
2022/8/14, 72, 37, 90, 6, 3, 4
2022/8/15, 65, 36, 65, 7, 3, 4
2022/8/16, 70, 26, 64, 7, 2, 5
2022/8/17, 59, 32, 76, 7, 2, 4
2022/8/18, 68, 32, 90, 6, 3, 4
2022/8/19, 57, 41, 72, 9, 2, 5
2022/8/20, 71, 36, 54, 6, 2, 6
2022/8/21, 79, 34, 58, 11, 3, 5
2022/8/22, 74, 41, 97, 14, 3, 6
2022/8/23, 84, 31, 28, 6, 3, 5
2022/8/24, 52, 30, 40, 7, 3, 4
2022/8/25, 51, 30, 32, 11, 3, 5
2022/8/26, 55, 24, 38, 10, 2, 5
2022/8/27, 57, 26, 39, 4, 2, 4
2022/8/28, 41, 33, 67, 9, 2, 5
2022/8/29, 55, 32, 42, 8, 2, 6
2022/8/30, 77, 17, 34, 5, , 6
2022/8/31, 44, 25, 51, 5, 2, 7
2022/9/1, 53, 23, 39, 5, 2, 6
2022/9/2, 42, 13, 27, 4, 1, 5
2022/9/3, 23, 17, 21, 3, 1, 4
2022/9/4, 26, 9, 37, 2, 1, 3
2022/9/5, 17, 50, 95, 14, 2, 7
2022/9/6, 103, 53, 113, 16, 3, 6
2022/9/7, 114, 39, 44, 18, 3, 5
2022/9/8, 67, 25, 44, 9, 2, 4
2022/9/9, 47, 28, 55, 9, 2, 4
2022/9/10, 57, 29, 38, 6, 3, 4
2022/9/11, 51, 25, 25, 8, 2, 5
2022/9/12, 60, 14, 26, 5, 2, 4
2022/9/13, 34, 12, 20, 4, 1, 4
2022/9/14, 29, 14, 25, 6, 1, 4
2022/9/15, 35, 38, 44, 14, 2, 5
2022/9/16, 101, 39, 56, 15, 2, 7
2022/9/17, 105, 29, 62, 5, 2, 4
2022/9/18, 70, 48, 67, 5, 9, 5
2022/9/19, 78, 34, 47, 5, 6, 3
2022/9/20, 43, 28, 29, 10, 3, 3
2022/9/21, 32, 35, 42, 17, 3, 4
2022/9/22, 55, 46, 56, 16, 3, 4
2022/9/23, 65, 25, 36, 6, 3, 3
2022/9/24, 33, 29, 38, 9, 3, 4
2022/9/25, 40, 33, 39, 13, 3, 4
2022/9/26, 61, 20, 40, 10, 2, 3
2022/9/27, 45, 23, 29, 16, 2, 3
2022/9/28, 60, 22, 40, 16, 2, 3
2022/9/29, 55, 23, 25, 12, 2, 3
2022/9/30, 51, 32, 43, 11, 2, 3
2022/4/1, 63, 30, 50, 6, 2, 5
2022/4/2, 69, 23, 49, 7, 1, 3
2022/4/3, 61, 29, 51, 7, 1, 3
2022/4/4, 69, 36, 41, 12, 3, 4
2022/4/5, 70, 48, 71, 18, 3, 6
2022/4/6, 99, 54, 90, 14, 3, 4
2022/4/7, 107, 51, 85, 15, 5, 4
2022/4/8, 89, 45, 85, 10, 3, 4
2022/4/9, 69, 45, 67, 8, 3, 4
2022/4/10, 76, 47, 85, 10, 3, 4
2022/4/11, 85, 40, 77, 11, 3, 4
2022/4/12, 75, 23, 36, 6, 1, 5
2022/4/13, 61, 13, 31, 4, , 3
2022/4/14, 34, 25, 66, 4, 1, 4
2022/4/15, 53, 48, 56, 6, 2, 5
2022/4/16, 93, 32, 56, 7, 1, 3
2022/4/17, 68, 29, 63, 8, 2, 3
2022/4/18, 61, 50, 82, 15, 2, 5
2022/4/19, 110, 60, 95, 12, 8, 4
2022/4/20, 121, 53, 78, 8, 1, 4
2022/4/21, 120, 49, 67, 12, 3, 5
2022/4/22, 103, 22, 37, 7, 1, 3
2022/4/23, 58, 11, 38, 6, , 3
2022/4/24, 35, 24, 41, 7, 2, 3
2022/4/25, 70, 22, 32, 8, 1, 4
2022/4/26, 58, 48, 47, 6, 1, 3
2022/4/27, 57, 70, 36, 7, 1, 3
2022/4/28, 63, 21, 44, 4, 1, 3
2022/4/29, 49, 27, 47, 7, 1, 4
2022/4/30, 65, 32, 55, 6, 2, 3
2022/5/1, 74, 46, 72, 13, 1, 4
2022/5/2, 99, 53, 95, 17, 3, 4
2022/5/3, 115, 49, 79, 11, 3, 4
2022/5/4, 102, 28, 64, 8, 4, 3
2022/5/5, 60, 25, 75, 7, 2, 3
2022/5/6, 57, 19, 37, 8, 1, 3
2022/5/7, 52, 27, 48, 7, 1, 3
2022/5/8, 55, 24, 45, 7, 1, 3
2022/5/9, 47, 26, 39, 6, 1, 2
2022/5/10, 54, 29, 40, 6, 1, 2
2022/5/11, 61, 25, 39, 7, 1, 3
2022/5/12, 61, 22, 43, 7, 1, 4
2022/5/13, 61, 32, 55, 8, 2, 4
2022/5/14, 64, 35, 60, 12, 2, 3
2022/5/15, 72, 48, 86, 14, 2, 4
2022/5/16, 94, 51, 89, 13, 2, 4
2022/5/17, 106, 32, 76, 13, 3, 3
2022/5/18, 70, 32, 56, 8, 3, 3
2022/5/19, 70, 26, 32, , 1, 3
2022/5/20, 70, 21, 52, 16, 2, 2
2022/5/21, 58, 26, 68, 9, 4, 3
2022/5/22, 53, 18, 51, 5, 2, 2
2022/5/23, 31, 11, 44, 4, 1, 2
2022/5/24, 26, 19, 51, 6, 2, 2
2022/5/25, 32, 34, 34, 17, 3, 4
2022/5/26, 72, 46, 103, 13, 2, 4
2022/5/27, 89, 21, 54, 9, 3, 3
2022/5/28, 46, 16, 28, 11, 1, 3
2022/5/29, 32, 41, 56, 12, 1, 5
2022/5/30, 80, 17, 49, 10, 2, 2
2022/5/31, 15, 40, 57, 13, 1, 4
2022/6/1, 82, 51, 56, 12, 1, 4
2022/6/2, 121, 16, 37, 6, 1, 2
2022/6/3, 56, 24, 53, 8, 1, 2
2022/6/4, 68, 22, 27, 11, 1, 2
2022/6/5, 59, 33, 88, 7, 1, 3
2022/6/6, 70, 37, 50, 5, 1, 3
2022/6/7, 75, 25, 56, 9, 1, 2
2022/6/8, 49, 39, 74, 5, 1, 2
2022/6/9, 73, 19, 37, 10, 1, 2
2022/6/10, 40, 23, 47, 6, 1, 2
2022/6/11, 51, 28, 37, 8, 1, 2
2022/6/12, 64, 13, 30, 12, 1, 2
2022/6/13, 36, 47, 86, 14, 1, 3
2022/6/14, 100, 57, 100, 15, 2, 4
2022/6/15, 119, 56, 97, 15, 2, 4
2022/6/16, 112, 49, 106, 13, 2, 4
2022/6/17, 89, 34, 68, 9, 2, 3
2022/6/18, 62, 40, 56, 11, 1, 4
2022/6/19, 74, 16, 34, 8, 2, 2
2022/6/20, 29, 23, 44, 10, 1, 2
2022/6/21, 45, 34, 47, 10, 2, 2
2022/6/22, 66, 31, 38, 10, 2, 2
2022/6/23, 51, 21, 24, 14, 1, 2
2022/6/24, 40, 30, 58, 11, 2, 2
2022/6/25, 65, 32, 60, 9, 2, 2
2022/6/26, 62, 26, 47, 7, 2, 1
2022/6/27, 44, 28, 45, 8, 2, 2
2022/6/28, 50, 26, 41, 9, 2, 2
2022/6/29, 52, 21, 29, 7, 1, 2
2022/6/30, 36, 21, 26, 4, 2, 2
2022/1/3, 155, 47, 34, 25, 3, 8
2022/1/4, 132, 15, 28, 10, 3, 6
2022/1/5, 49, 20, 23, 8, 3, 6
2022/1/6, 49, 28, 22, 16, 3, 7
2022/1/7, 86, 32, 20, 20, 3, 8
2022/1/8, 94, 55, 21, 15, 3, 8
2022/1/9, 138, 86, 17, 18, 3, 11
2022/1/10, 182, 50, 21, 9, 3, 8
2022/1/11, 123, 44, 4, 25, 4, 8
2022/1/12, 127, 51, , 19, 3, 10
2022/1/13, 137, 23, , 17, 3, 7
2022/1/14, 66, 65, 6, 26, 4, 9
2022/1/15, 160, 70, 29, 23, 4, 10
2022/1/16, 163, 29, 15, 22, 3, 5
2022/1/17, 62, 38, 23, 16, 3, 6
2022/1/18, 104, 34, 22, 19, 3, 6
2022/1/19, 96, 35, 25, 7, 3, 7
2022/1/20, 96, 19, 24, 9, 3, 5
2022/1/21, 47, 19, 11, 22, 3, 6
2022/1/22, 61, 13, 27, 10, 2, 6
2022/1/23, 49, 58, 25, 6, 3, 7
2022/1/24, 125, 72, 22, 10, 3, 8
2022/1/25, 161, 51, 28, 11, 3, 6
2022/1/26, 116, 46, 30, 7, , 7
2022/1/27, 99, 28, 23, 7, 3, 5
2022/1/28, 54, 33, 23, 7, 3, 5
2022/1/29, 75, 34, 25, 10, 3, 6
2022/1/30, 78, 65, 34, 17, 4, 8
2022/1/31, 138, 96, 27, 11, 5, 9
2022/2/1, 147, 34, 25, 7, 4, 6
2022/2/2, 79, 18, 24, 7, 3, 5
2022/2/3, 52, 31, 32, 14, 3, 6
2022/2/4, 83, 48, 34, 12, 1, 6
2022/2/5, 116, 24, 33, 6, 1, 4
2022/2/6, 62, 9, 31, 8, 1, 4
2022/2/7, 32, 12, 28, 10, 1, 4
2022/2/8, 44, 23, 25, 15, 2, 5
2022/2/9, 63, 29, 35, 12, 1, 5
2022/2/10, 78, 45, 38, 13, 1, 5
2022/2/11, 112, 50, 36, 17, 2, 6
2022/2/12, 114, 50, 34, 16, 1, 6
2022/2/13, 114, 52, 39, 20, 1, 5
2022/2/14, 111, 57, 27, 13, 1, 6
2022/2/15, 118, 40, 34, 14, 1, 4
2022/2/16, 82, 27, 35, 8, , 4
2022/2/17, 60, 22, 31, 14, 1, 5
2022/2/18, 51, 29, 29, 9, 1, 5
2022/2/19, 72, 31, 32, 10, 1, 5
2022/2/20, 62, 43, 26, 24, 2, 6
2022/2/21, 86, 63, 32, 27, 4, 7
2022/2/22, 140, 45, 34, 14, 2, 6
2022/2/23, 92, 35, 31, 24, 3, 7
2022/2/24, 67, 31, 33, 23, 3, 4
2022/2/25, 64, 56, 43, 27, 2, 6
2022/2/26, 114, 71, 38, 17, 2, 7
2022/2/27, 115, 65, 65, 21, 4, 6
2022/2/28, 125, 84, 46, 18, 2, 8
2022/3/1, 166, 80, 46, 23, 3, 7
2022/3/2, 152, 81, 51, 29, 5, 7
2022/3/3, 143, 55, 38, 26, 2, 6
2022/3/4, 113, 83, 35, 18, 1, 5
2022/3/5, 97, 41, 33, 11, 1, 4
2022/3/6, 37, 44, 35, 17, 2, 5
2022/3/7, 73, 62, 38, 28, 3, 5
2022/3/8, 107, 62, 47, 20, 4, 5
2022/3/9, 103, 63, 48, 18, 4, 5
2022/3/10, 88, 62, 44, 33, 2, 6
2022/3/11, 97, 51, 50, 24, 2, 5
2022/3/12, 92, 49, 58, 14, 1, 5
2022/3/13, 95, 64, 44, 17, 2, 6
2022/3/14, 137, 59, 39, 17, 3, 6
2022/3/15, 98, 54, 70, 21, 4, 6
2022/3/16, 100, 17, 30, 11, , 4
2022/3/17, 49, 32, 26, 14, , 6
2022/3/18, 91, 58, 30, 15, 2, 8
2022/3/19, 151, 25, 30, 10, 1, 5
2022/3/20, 69, 20, 38, 8, , 3
2022/3/21, 68, 25, 40, 7, 1, 4
2022/3/22, 56, 35, 47, 13, 1, 4
2022/3/23, 74, 28, 44, 13, 4, 2
2022/3/24, 55, 16, 35, 10, 1, 3
2022/3/25, 45, 35, 43, 9, 8, 5
2022/3/26, 84, 60, 45, 17, 4, 5
2022/3/27, 103, 35, 37, 8, 1, 2
2022/3/28, 51, 35, 45, 9, 7, 2
2022/3/29, 53, 42, 59, 12, 2, 6
2022/3/30, 81, 43, 39, 7, 1, 5
2022/3/31, 83, 30, 46, 5, 2, 4
2021/10/1, 59, 30, 84, 13, 4, 5
2021/10/2, 71, 30, 53, 9, 4, 4
2021/10/3, 57, 27, 42, 7, 3, 4
2021/10/4, 55, 30, 49, 9, 5, 4
2021/10/5, 53, 24, 30, 7, 3, 4
2021/10/6, 50, 15, 23, 9, 3, 4
2021/10/7, 46, 22, 30, 10, 3, 4
2021/10/8, 52, 19, 21, 12, 3, 4
2021/10/9, 45, 20, 27, 10, 3, 4
2021/10/10, 48, 15, 27, 6, 3, 4
2021/10/11, 28, 26, 34, 7, 3, 5
2021/10/12, 38, 15, 20, 12, 3, 4
2021/10/13, 41, 21, 15, 12, 3, 4
2021/10/14, 48, 23, 32, 14, 3, 5
2021/10/15, 61, 16, 31, 6, 3, 4
2021/10/16, 34, 21, 25, 7, 3, 4
2021/10/17, 30, 30, 17, 19, 3, 5
2021/10/18, 45, 46, 32, 20, 3, 7
2021/10/19, 98, 17, 27, 14, 2, 4
2021/10/20, 45, 28, 21, 18, 2, 6
2021/10/21, 80, 57, 38, 23, 3, 7
2021/10/22, 149, 30, 39, 23, 2, 5
2021/10/23, 78, 21, 39, 20, 2, 5
2021/10/24, 50, 26, 37, 21, 2, 5
2021/10/25, 68, 31, 34, 30, 2, 6
2021/10/26, 76, 43, 48, 27, 3, 7
2021/10/27, 104, 31, 35, 22, 2, 5
2021/10/28, 69, 31, 37, 24, 3, 6
2021/10/29, 66, 30, 47, 25, 3, 7
2021/10/30, 70, 28, 34, 21, 2, 6
2021/10/31, 65, 49, 54, 22, 2, 7
2021/11/1, 118, 42, 35, 18, 2, 7
2021/11/2, 103, 40, 32, 30, 3, 6
2021/11/3, 78, 36, 39, 22, 2, 5
2021/11/4, 79, 17, 34, 13, 2, 5
2021/11/5, 59, 17, 30, 15, 2, 5
2021/11/6, 43, 20, 27, 17, 2, 5
2021/11/7, 50, 25, 24, 12, 2, 5
2021/11/8, 61, 38, 25, 23, 3, 6
2021/11/9, 80, 46, 22, 27, 3, 6
2021/11/10, 86, 49, 25, 29, 4, 8
2021/11/11, 99, 49, 23, 32, 4, 8
2021/11/12, 83, 63, 23, 43, 4, 9
2021/11/13, 140, 61, 30, 40, 4, 8
2021/11/14, 135, 63, 44, 42, 4, 9
2021/11/15, 139, 50, 30, 44, 3, 7
2021/11/16, 108, 49, 29, 39, 2, 8
2021/11/17, 114, 31, 25, 26, 2, 6
2021/11/18, 72, 34, 27, 25, 2, 6
2021/11/19, 75, 36, 38, 20, 2, 6
2021/11/20, 77, 37, 25, 19, 2, 7
2021/11/21, 92, 53, 19, 13, 3, 8
2021/11/22, 92, 49, 17, 24, 3, 7
2021/11/23, 76, 56, 16, 35, 4, 8
2021/11/24, 106, 62, 13, 40, 4, 9
2021/11/25, 119, 68, 35, 41, 5, 13
2021/11/26, 156, 32, 33, 25, 3, 7
2021/11/27, 68, 20, 24, 19, 2, 6
2021/11/28, 32, 25, 11, 25, 2, 7
2021/11/29, 59, 43, 22, 15, 2, 9
2021/11/30, 108, 30, 18, 19, 3, 6
2021/12/1, 66, 43, 16, 29, 4, 6
2021/12/2, 96, 58, 19, 35, 5, 7
2021/12/3, 134, 62, 1, 37, 5, 10
2021/12/4, 135, 27, 26, 27, 3, 5
2021/12/5, 65, 29, 24, 31, 3, 4
2021/12/6, 75, 50, 38, 27, 3, 7
2021/12/7, 129, 40, 28, 20, 3, 5
2021/12/8, 105, 53, 11, 41, 3, 6
2021/12/9, 120, 78, 36, 34, 7, 9
2021/12/10, 174, 55, 32, 27, 3, 6
2021/12/11, 147, 43, 30, 14, 3, 5
2021/12/12, 119, 27, 21, 20, 3, 4
2021/12/13, 65, 45, 10, 35, 3, 6
2021/12/14, 108, 51, 9, 37, 4, 9
2021/12/15, 137, 33, 16, 25, 2, 7
2021/12/16, 98, 55, 22, 15, 3, 5
2021/12/17, 103, 38, 18, 24, 3, 6
2021/12/18, 78, 56, 13, 35, 4, 7
2021/12/19, 134, 51, 20, 43, 4, 6
2021/12/20, 134, 70, 9, 52, 5, 10
2021/12/21, 160, 69, 20, 40, 3, 10
2021/12/22, 164, 30, 19, 32, 3, 6
2021/12/23, 75, 27, 23, 23, 3, 5
2021/12/24, 64, 17, 23, 6, 3, 4
2021/12/25, 50, 26, 19, 9, 3, 8
2021/12/26, 76, 34, 15, 19, 5, 10
2021/12/27, 85, 58, 2, 37, 5, 12
2021/12/28, 143, 59, 18, 28, 4, 10
2021/12/29, 152, 70, 11, 37, 6, 13
2021/12/30, 166, 57, 22, 26, 5, 11
2021/12/31, 136, 27, 13, 24, 3, 6
2022/1/1, 61, 60, 29, 24, 4, 9
2022/1/2, 152, 59, 20, 34, 3, 10
2021/7/1, 56, 20, 17, 14, 2, 3
2021/7/2, 64, 29, 31, 14, 2, 3
2021/7/3, 81, 32, 26, 14, 2, 4
2021/7/4, 94, 33, 69, 12, 2, 3
2021/7/5, 82, 20, 47, 11, 3, 2
2021/7/6, 47, 26, 63, 12, 2, 2
2021/7/7, 59, 27, 36, 17, 2, 4
2021/7/8, 69, 24, 55, 13, 2, 5
2021/7/9, 68, 19, 56, 13, 2, 5
2021/7/10, 52, 39, 68, 17, 2, 7
2021/7/11, 95, 38, 77, 14, 3, 6
2021/7/12, 88, 35, 73, 15, 3, 6
2021/7/13, 78, 25, 67, 12, 4, 4
2021/7/14, 60, 21, 53, 10, 2, 2
2021/7/15, 45, 17, 33, 9, 2, 2
2021/7/16, 34, 17, 30, 7, 2, 2
2021/7/17, 38, 20, 39, 7, 2, 2
2021/7/18, 53, 16, 30, 7, 2, 2
2021/7/19, 36, 20, 19, 6, 2, 2
2021/7/20, 36, 18, 26, 6, 2, 2
2021/7/21, 40, 22, 26, 6, 2, 2
2021/7/22, 45, 21, 22, 5, 2, 2
2021/7/23, 42, 16, 15, 4, 2, 2
2021/7/24, 34, 9, 28, 2, 1, 3
2021/7/25, 22, 7, 25, 5, 1, 2
2021/7/26, 20, 12, 25, 7, 1, 3
2021/7/27, 37, 17, 28, 7, 1, 3
2021/7/28, 49, 26, 42, 15, 2, 4
2021/7/29, 70, 32, 94, 18, 3, 6
2021/7/30, 78, 34, 40, 15, 2, 5
2021/7/31, 88, 26, 38, 17, 2, 5
2021/8/1, 74, 14, 25, 9, 2, 3
2021/8/2, 46, 13, 18, 8, , 3
2021/8/3, 34, 16, 20, 7, , 3
2021/8/4, 33, 17, 14, 6, 2, 3
2021/8/5, 33, 18, 15, 7, 2, 3
2021/8/6, 42, 17, 28, 7, 2, 3
2021/8/7, 46, 19, 40, 7, 2, 4
2021/8/8, 45, 33, 79, 13, 3, 5
2021/8/9, 71, 25, 53, 13, 2, 4
2021/8/10, 64, 20, 22, 19, 2, 5
2021/8/11, 61, 16, 28, 15, 2, 5
2021/8/12, 53, 10, 35, 8, 2, 4
2021/8/13, 30, 13, 39, 11, 2, 5
2021/8/14, 42, 10, 33, 11, , 4
2021/8/15, 35, 12, 28, 11, , 4
2021/8/16, 42, 17, 33, 14, 2, 5
2021/8/17, 52, 25, 56, 14, 2, 6
2021/8/18, 68, 26, 66, 11, 2, 4
2021/8/19, 65, 26, 64, 12, 2, 4
2021/8/20, 66, 30, 59, 13, 3, 6
2021/8/21, 78, 29, 52, 14, 2, 5
2021/8/22, 82, 23, 60, 10, 2, 3
2021/8/23, 54, 43, 50, 17, 2, 6
2021/8/24, 96, 41, 74, 19, 2, 8
2021/8/25, 93, 47, 76, 26, 2, 7
2021/8/26, 107, 31, 72, 13, 2, 6
2021/8/27, 77, 45, 83, 15, 3, 5
2021/8/28, 101, 31, 56, 13, 3, 4
2021/8/29, 67, 24, 52, 11, 3, 4
2021/8/30, 50, 23, 50, 11, 3, 4
2021/8/31, 50, 39, 89, 13, 2, 5
2021/9/1, 80, 37, 38, 20, 2, 6
2021/9/2, 81, 22, 32, 13, 2, 7
2021/9/3, 62, 18, 37, 9, 2, 4
2021/9/4, 43, 31, 52, 13, 3, 5
2021/9/5, 63, 51, 75, 17, 2, 9
2021/9/6, 132, 30, 46, 11, 3, 7
2021/9/7, 80, 19, 35, 13, 3, 5
2021/9/8, 45, 20, 42, 12, 2, 4
2021/9/9, 45, 22, 24, 16, 2, 4
2021/9/10, 58, 15, 18, 17, 2, 3
2021/9/11, 38, 9, 19, 9, 2, 2
2021/9/12, 22, 6, 13, 4, 2, 2
2021/9/13, 11, 15, 37, 4, 2, 3
2021/9/14, 36, 22, 33, 7, 2, 3
2021/9/15, 49, 19, 34, 9, 2, 3
2021/9/16, 43, 28, 47, 18, 3, 5
2021/9/17, 65, 31, 40, 21, 3, 5
2021/9/18, 67, 31, 69, 10, , 4
2021/9/19, 75, 30, 52, 12, 3, 6
2021/9/20, 77, 33, 65, 14, 3, 7
2021/9/21, 86, 44, 75, 21, 3, 6
2021/9/22, 104, 40, 71, 24, 4, 5
2021/9/23, 80, 29, 55, 12, 3, 4
2021/9/24, 69, 17, 46, 9, 3, 4
2021/9/25, 37, 22, 49, 9, 3, 4
2021/9/26, 46, 36, 60, 12, 4, 4
2021/9/27, 79, 39, 92, 16, 3, 5
2021/9/28, 93, 32, 74, 15, 3, 5
2021/9/29, 81, 12, 43, 9, 3, 4
2021/9/30, 36, 24, 70, 18, 3, 5
2021/4/1, 86, 47, 17, 24, 1, 9
2021/4/2, 127, 45, 29, 19, 1, 6
2021/4/3, 122, 32, 42, 9, 1, 3
2021/4/4, 68, 33, 41, 16, 2, 4
2021/4/5, 65, 30, 36, 20, 2, 3
2021/4/6, 60, 28, 35, 25, 2, 3
2021/4/7, 70, 35, 54, 24, 3, 4
2021/4/8, 90, 32, 41, 18, 2, 4
2021/4/9, 74, 36, 44, 20, 2, 3
2021/4/10, 71, 23, 33, 19, 1, 3
2021/4/11, 56, 28, 22, 22, 1, 5
2021/4/12, 82, 50, 39, 20, 2, 8
2021/4/13, 127, 24, 34, 14, 1, 3
2021/4/14, 53, 29, 31, 18, 3, 3
2021/4/15, 44, 53, 72, 26, 3, 6
2021/4/16, 133, 84, 39, 22, 2, 5
2021/4/17, 132, 42, 41, 23, 2, 3
2021/4/18, 61, 37, 61, 18, 3, 3
2021/4/19, 63, 33, 49, 14, 2, 3
2021/4/20, 56, 39, 44, 10, 3, 3
2021/4/21, 61, 39, 37, 15, 2, 3
2021/4/22, 64, 52, 37, 22, 2, 7
2021/4/23, 132, 35, 18, 17, 1, 6
2021/4/24, 96, 38, 29, 17, 1, 3
2021/4/25, 80, 30, 45, 17, 2, 3
2021/4/26, 66, 35, 24, 25, 1, 3
2021/4/27, 88, 54, 59, 26, 3, 7
2021/4/28, 144, 63, 58, 27, 2, 5
2021/4/29, 120, 60, 66, 23, 2, 4
2021/4/30, 88, 37, 49, 15, 2, 5
2021/5/1, 73, 30, 40, 14, 3, 3
2021/5/2, 61, 35, 58, 10, 2, 3
2021/5/3, 63, 21, 35, 11, 1, 4
2021/5/4, 63, 54, 84, 18, 3, 7
2021/5/5, 129, 48, 59, 23, 2, 3
2021/5/6, 66, 91, 66, 21, 2, 5
2021/5/7, 118, 92, 74, 25, 2, 5
2021/5/8, 141, 54, 89, 28, 3, 6
2021/5/9, 126, 32, 81, 20, 3, 4
2021/5/10, 66, 44, 20, 25, 2, 5
2021/5/11, 121, 23, 33, 14, 1, 2
2021/5/12, 66, 22, 30, 14, 1, 3
2021/5/13, 67, 32, 36, 20, 2, 4
2021/5/14, 92, 35, 55, 21, 2, 4
2021/5/15, 87, 22, 38, 14, 2, 5
2021/5/16, 59, 33, 56, 15, 2, 6
2021/5/17, 96, 31, 32, 25, 2, 4
2021/5/18, 79, 14, 40, 14, 2, 3
2021/5/19, 47, 29, 34, 19, 1, 5
2021/5/20, 82, 36, 52, 23, 2, 4
2021/5/21, 101, 23, 55, 14, 2, 3
2021/5/22, 66, 15, 41, 13, 1, 3
2021/5/23, 53, 32, 95, 16, 2, 4
2021/5/24, 85, 65, 101, 21, 3, 5
2021/5/25, 148, 33, 37, 29, 2, 4
2021/5/26, 89, 43, 55, 19, 2, 6
2021/5/27, 114, 47, 48, 21, 2, 5
2021/5/28, 110, 43, 84, 22, 3, 4
2021/5/29, 88, 45, 82, 21, 3, 4
2021/5/30, 122, 33, 56, 16, 2, 3
2021/5/31, 85, 26, 38, 11, 2, 2
2021/6/1, 65, 18, 34, 10, 2, 2
2021/6/2, 45, 45, 42, 20, 2, 4
2021/6/3, 116, 36, 68, 15, 2, 4
2021/6/4, 99, 40, 84, 20, 3, 3
2021/6/5, 93, 41, 113, 24, 4, 4
2021/6/6, 84, 28, 48, 22, 4, 2
2021/6/7, 51, 16, 39, 15, 2, 2
2021/6/8, 43, 19, 25, 13, 2, 2
2021/6/9, 59, 17, 23, 16, 2, 2
2021/6/10, 51, 31, 49, 20, 2, 4
2021/6/11, 89, 21, 38, 17, 2, 2
2021/6/12, 60, 30, 26, 19, 2, 4
2021/6/13, 87, 36, 22, 19, 2, 3
2021/6/14, 104, 31, 35, 16, 2, 3
2021/6/15, 84, 16, 26, 9, 2, 2
2021/6/16, 53, 21, 18, 19, , 3
2021/6/17, 64, 41, 26, 20, 2, 5
2021/6/18, 109, 21, 25, 23, 2, 4
2021/6/19, 59, 28, 39, 23, 2, 4
2021/6/20, 78, 37, 63, 18, 2, 3
